4.032,3.992002193841337,4.0416,4.047997633457097,4.0416,4.0384,4.043200000000001
4.032,3.992237747693432,4.0416,4.047762079614949,4.0416,4.0384,4.043200000000001
4.032,3.992471319754996,4.0416,4.047528507563243,4.0416,4.0384,4.043200000000001
4.032,3.9927029266994696,4.0416,4.047296900628545,4.0416,4.0384,4.043200000000001
4.032,3.99293258506002,4.0416,4.047067242277682,4.0416,4.0384,4.043200000000001
4.032,3.9931603112307044,4.0416,4.046839516116607,4.0416,4.0384,4.043200000000001
4.032,3.9933861214676654,4.0416,4.046613705889173,4.0416,4.0384,4.043200000000001
4.032,3.9936100318902703,4.0416,4.046389795476025,4.0416,4.0384,4.043200000000001
4.032,3.9938320584822677,4.0416,4.046167768893396,4.0416,4.0384,4.043200000000001
4.032,3.9940522170929373,4.0416,4.04594761029202,4.0416,4.0384,4.043200000000001
4.032,3.994270523438203,4.0416,4.0457293039559685,4.0416,4.0384,4.043200000000001
4.032,3.9944869931017757,4.0416,4.045512834301526,4.0416,4.0384,4.043200000000001
4.032,3.994701641536247,4.0416,4.045298185876115,4.0416,4.0384,4.043200000000001
4.032,3.9949144840642066,4.0416,4.045085343357137,4.0416,4.0384,4.043200000000001
4.032,3.995125535879349,4.0416,4.044874291550935,4.0416,4.0384,4.043200000000001
4.032,3.9953348120474774,4.0416,4.044665015391639,4.0416,4.0384,4.043200000000001
4.032,3.995542327507704,4.0416,4.044457499940166,4.0416,4.0384,4.043200000000001
4.032,3.9957480970734363,4.0416,4.04425173038313,4.0416,4.0384,4.043200000000001
4.032,3.9959521354334386,4.0416,4.044047692031741,4.0416,4.0384,4.043200000000001
4.032,3.9961544571529064,4.0416,4.043845370320816,4.0416,4.0384,4.043200000000001
4.032,3.99635507667449,4.0416,4.043644750807694,4.0416,4.0384,4.043200000000001
4.032,3.9965540083193325,4.0416,4.0434458191712475,4.0416,4.0384,4.043200000000001
4.032,3.9967512662880815,4.0416,4.043248561210825,4.0416,4.0384,4.043200000000001
4.032,3.9969469814422576,4.0416,4.043127153674366,4.0416,4.0384,4.043125692387451
4.032,3.997141447728077,4.0416,4.043029916940217,4.0416,4.0384,4.04302846283986
4.032,3.9973346856381937,4.0416,4.042933294414448,4.0416,4.0384,4.0429318474595695
4.032,3.9975267029318236,4.0416,4.042837282217322,4.0416,4.0384,4.042835842367085
4.032,3.997717507319181,4.0416,4.042741876493613,4.0416,4.0384,4.042740443707438
4.032,3.9979071064617644,4.0416,4.042647073412448,4.0416,4.0384,4.042645647649993
4.032,3.998095507972693,4.0416,4.042552869167138,4.0416,4.0384,4.0425514503883235
4.032,3.9982827194169865,4.0416,4.042459259975068,4.0416,4.0384,4.042457848140029
4.032,3.998468748311877,4.0416,4.04236624207748,4.0416,4.0384,4.042364837146624
4.032,3.99865360212713,4.0416,4.042273811739377,4.0416,4.0384,4.042272413673355
4.032,3.9988372882852916,4.0416,4.0421819652493705,4.0416,4.0384,4.042180574009049
4.032,3.999019814162056,4.0416,4.042090698919493,4.0416,4.0384,4.042089314465988
4.032,3.999201187086518,4.0416,4.042000009085081,4.0416,4.0384,4.0419986313797445
4.032,3.9993814143414683,4.0416,4.041909892104615,4.0416,4.0384,4.041908521109038
4.032,3.999560503163708,4.0416,4.041820344359581,4.0416,4.0384,4.041818980035586
4.032,3.999738460744317,4.0416,4.041731362254325,4.0416,4.0384,4.041730004563965
4.032,3.999915294228958,4.0416,4.041642942215901,4.0416,4.0384,4.041641591121458
4.032,4.000091035732189,4.041577185388499,4.041577882722487,4.041577185314458,4.0384,4.041576538411407
4.032,4.000265830331385,4.041533486715482,4.0415341805827065,4.041533486715496,4.0384,4.041532843225791
4.032,4.00043970434796,4.041490018261763,4.041490708606837,4.04149001818851,4.0384,4.041489378167593
4.032,4.000612662630307,4.041446778668324,4.041447465582688,4.0414467786683215,4.0384,4.0414461420248164
4.032,4.000784710001288,4.041403766803092,4.041404450304447,4.041403766875585,4.0384,4.041403133591841
4.032,4.000955851258348,4.041360981538824,4.041361661572656,4.041360981538814,4.0384,4.0413603516693986
4.032,4.001126091173676,4.041318421537839,4.041319098194178,4.0413184216095726,4.0384,4.041317795064528
4.032,4.001295434494328,4.041276085757234,4.041276758982147,4.041276085757256,4.0384,4.041275462590583
4.032,4.0014638859423,4.041233972873473,4.041234642756095,4.04123397294445,4.0384,4.041233353067076
4.032,4.001631450214895,4.041192081854488,4.04119274834137,4.0411920818544855,4.0384,4.041191465319892
4.032,4.0017981319845,4.041150411390627,4.041151074569891,4.041150411460861,4.0384,4.04114979818098
4.032,4.001963935898949,4.041108960460771,4.041109620279616,4.0411089604607815,4.0384,4.041108350488466
4.032,4.002128866581603,4.041067727768996,4.0410683843146105,4.041067727838481,4.0384,4.041067121086605
4.032,4.002292928631474,4.041026712304875,4.041027365525027,4.04102671230488,4.0384,4.041026108825735
4.032,4.00245612662335,4.040985912854883,4.040986562767084,4.0409859127861205,4.0384,4.040985312562251
4.032,4.002618465107921,4.04094532821294,4.040945974903015,4.04094532821293,4.0384,4.040944731158565
